x,y,z,tot,xx,yy,zz,xy,xz,yz,xxx,yyy,zzz,xyy,xxy,xxz,xzz,yzz,yyz,xyz,xxxx,yyyy,zzzz,xxxy,xxxz,yyyx,yyyz,zzzx,zzzy,xxyy,xxzz,yyzz,xxyz,yxyz,zzxy,PMI1,PMI2,PMI3,Planar_RMSD,Inertia_Ratio,Max_Planar_Deviation,Conjugated_Ratio,Principal_Axes_Cosines_X,Principal_Axes_Cosines_Y,Principal_Axes_Cosines_Z,Projection_Area_Ratio,Gasteiger_Charge_Mean,Gasteiger_Charge_Std,EState_Mean,EState_Std,MolMR,TPSA,UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,best_omega
-4.4978,-3.2533,-1.6703,5.7969,-118.9213,-122.5005,-132.1946,-21.9303,-11.2887,-0.9471,-82.6416,-10.959,1.2273,-28.9578,-131.9059,-64.4881,-10.1945,-2.3348,-8.7032,1.3035,-9761.4112,-1817.4161,-339.1474,-838.4384,-424.0375,-79.1542,-0.589,-4.2649,-2.5864,-2002.621,-1793.9076,-366.8537,-30.1195,-43.1324,-17.6375,664.1753307,3922.882419,4455.843043,0.724572738,0.039284584,1.530688692,0.4,-0.011394462,0.154549791,0.987919292,0,0,0.091769191,3.1875,4.993052654,88.1797,44.81,0.505149841,3.549730539,10.59328842,9.893724442,4.641176224,6.394804478,0.594599605,0.609589994,7.321837425,4.545666695,0.17786
-4.9944,0.3044,-0.1205,5.0051,-128.5981,-139.3177,-149.1002,6.8878,-2.4545,-1.8547,-145.4274,1.3706,-0.3085,-41.8166,81.157,-29.1082,-11.0006,0.1774,-0.4017,-8.4898,-16414.7518,-1844.66,-394.8201,763.3318,-264.832,25.4982,-5.0841,-1.366,-5.0571,-3224.5649,-3056.4014,-374.2803,9.8787,-10.2678,3.86,680.9398707,6667.473455,7227.25253,0.712364539,0.023752775,1.782283844,0.413043478,0.006760758,0.424683324,0.905316722,0,2.11184E-18,0.089814839,3.199275362,5.027226336,101.759,29.02,0.511285484,3.980040789,10.84723091,9.894961357,4.79009819,6.236838818,0.455000669,0.470474333,7.33534956,4.34438324,0.165224
3.9927,-2.6378,-0.9527,4.8793,-109.8916,-137.7006,-150.4963,12.0982,3.447,0.7017,-36.8116,-5.5009,-0.7792,23.6802,-43.7143,-4.7281,22.7825,-1.586,-2.6884,-1.2058,-14767.7385,-1867.8095,-360.0979,154.7991,-8.2362,35.7019,-1.3187,8.2985,4.6868,-3011.6407,-3104.1462,-382.0086,-15.4165,8.5395,4.7328,680.6038977,6629.135524,7138.440442,0.775243855,0.026806789,1.872042234,0.413043478,0.009852642,-0.380126275,0.924882122,0,-3.01691E-19,0.089245042,3.199275362,5.000281178,101.759,29.02,0.519269347,3.879087687,10.80167294,9.902457237,4.876717091,6.231869698,0.453012407,0.547580481,7.322332859,4.364850521,0.160455
-4.762,4.1532,0.6737,6.3545,-147.9313,-135.9165,-156.3339,17.4384,3.352,1.2185,-351.5038,22.4665,0.7785,4.6022,118.1388,18.3307,-16.9783,0.636,4.9076,12.1002,-18286.7907,-2022.0926,-269.1674,918.6054,140.7738,77.2693,17.4795,-3.7279,-1.6222,-3047.4131,-3071.0972,-409.2672,34.2652,16.0768,0.1112,736.5843647,6498.949016,7100.828993,0.69746283,0.023421355,1.862785401,0.434782609,0.05454884,0.769497477,-0.636316004,0,1.81015E-18,0.105120905,3.134057971,4.956134817,105.6857,44.81,0.089290634,2.165535927,9.987186432,10.35798836,4.03310442,6.661946774,1.020318031,0.490561813,7.255497932,5.660749912,0.157673
-4.2922,-0.3126,0.0957,4.3046,-136.0304,-141.3116,-155.3175,-8.0817,5.4229,-2.8619,-143.722,3.4695,-4.6478,-27.7144,-56.2298,26.5761,-16.416,1.7983,3.1899,-18.9601,-16318.7586,-1952.7622,-463.6119,-397.3104,234.1664,-28.8779,-26.0954,-10.3752,-3.2366,-3200.687,-3114.9821,-397.3707,-16.7071,27.0636,-3.5254,744.3136053,6518.368747,7070.239557,0.782628024,0.029353362,1.920045917,0.425531915,0.018330104,-0.512975171,0.858207714,0,2.95272E-19,0.096326315,3.145390071,5.036200176,107.8907,31.92,0.479816467,2.510567188,9.80708313,9.650195122,4.553428173,6.839466572,1.089763165,1.090271831,6.958851814,5.403060913,0.160957
3.9114,0.6599,0.3806,3.9849,-128.159,-149.6669,-163.3872,-3.609,-2.3171,2.5873,78.3423,4.718,-1.9666,25.9928,5.3915,-0.3933,24.5984,0.884,5.2919,-29.1941,-16753.3371,-2077.3284,-613.2631,0.0053,-9.9176,-26.6057,14.6723,-0.2871,-1.5521,-3287.8896,-3304.6831,-439.8316,94.4965,-19.8077,-6.2786,817.9124227,6941.645371,7535.813431,0.778233574,0.02740992,1.915262057,0.425531915,0.014623948,0.536155945,0.843992265,0,1.18109E-18,0.071882838,3.113475177,5.030697867,113.622,3.24,0.321508557,3.25996995,9.969366074,9.431310654,4.538833141,6.666022778,0.961305797,1.122197986,7.27539444,4.737705708,0.15507
5.4294,4.3032,0,6.9279,-126.2417,-131.4905,-158.3653,0.6439,0.0007,-0.0002,439.0569,48.836,0.0001,-0.3275,39.7234,0.0026,-17.5325,-4.8959,-0.0006,0.0043,-12941.6504,-1999.3768,-182.9705,274.3982,0.0242,-3.6786,-0.003,-0.0046,-0.0015,-2557.2046,-2695.6498,-437.8257,0.0144,0.0082,18.392,760.8168851,5714.997555,6475.814423,0.000194712,2.31118E-09,0.000477098,0.705882353,0.107710274,0.395682573,-0.91204923,0,3.26536E-18,0.118553934,2.754901961,3.786090649,101.9474,57.36,-1.173925519,0.574150085,10.10931683,9.312945366,1.840468884,6.784933567,1.555164695,2.805456161,8.136834145,5.720164299,0.169937
3.2639,-2.9462,-0.0004,4.3969,-86.9522,-105.2694,-115.0849,6.4005,0.0018,-0.0067,-22.9132,-8.9993,0.0013,31.2227,-39.4393,0.0086,-4.1689,-1.8233,-0.0118,-0.0271,-6630.4029,-1059.7363,-138.4686,38.1133,-0.0946,54.2195,-0.0366,0.0294,-0.0011,-1396.2705,-1433.0452,-214.181,0.0131,0.0156,-13.845,355.5186423,2927.605663,3279.715541,0.245739006,0.00432763,0.919497953,0.607142857,0.014691176,0.293956563,0.955705869,0,4.95635E-19,0.090568482,2.943452381,4.0027182,75.589,25.78,-0.983232617,0.871549785,10.05278492,9.298819542,1.483453631,6.480801105,1.26118803,1.678906202,8.084283829,5.016478062,0.18224
-0.9926,-5.0292,0.001,5.1262,-121.8001,-127.8461,-151.2675,-6.6735,-0.0079,-0.0049,-41.915,-47.7364,0.0045,-2.3774,-117.1409,0.0501,8.1093,9.5499,-0.0016,0.0317,-9315.9018,-2683.943,-179.375,-32.8471,-0.36,-119.676,-0.0168,-0.0175,0,-1960.3205,-1999.6633,-552.3469,-0.173,-0.0114,21.3004,1051.650076,3897.50947,4945.741108,0.217027277,0.003141665,0.92116484,0.638888889,-0.045946589,-0.994851399,-0.09033053,2,4.62593E-18,0.113787948,2.863425926,4.102788045,99.1454,57.36,-0.365066439,0.847000062,9.591967583,8.647472382,2.171217203,7.186184883,1.370089531,1.643928289,7.929031372,5.247746468,0.17008
-3.1153,2.7344,0,4.1452,-173.3335,-136.3977,-173.901,3.8648,0.0001,0.0001,-165.8461,84.5581,0,-93.293,65.9391,0.0004,31.1259,6.7408,0.0001,0.0003,-16519.9272,-2737.251,-195.0053,95.485,0.0026,13.2765,0.001,-0.0001,0.0001,-3200.4148,-2949.9607,-644.8863,0.0025,0.0007,19.4552,1145.04453,6588.981911,7734.02644,4.60817E-05,1.22517E-10,9.48613E-05,0.7,0.015623087,0.120965288,0.992533787,0,-1.38778E-18,0.133432591,2.795833333,3.921182202,113.7221,86.04,-0.062484279,0.488316953,9.947712898,7.79285574,1.752333522,7.248479366,0.859033108,2.589712381,7.874848843,5.450546741,0.166884
7.5327,4.7566,0.0221,8.9089,-153.9398,-133.3143,-128.9554,-19.0146,1.9441,1.7686,283.3345,57.1358,7.1213,40.2026,118.5423,-0.1176,5.0298,-12.6295,-23.0913,23.2002,-9025.7561,-2759.7033,-595.6458,-675.0523,-85.5062,-50.7359,-47.5223,0.7779,14.0972,-2016.2412,-1384.7895,-578.8146,26.3735,-18.9771,-40.2725,1434.484692,2518.204477,3498.085531,1.094345656,0.151506566,2.632054048,0.611111111,-0.037410314,-0.130138331,0.990789828,0,3.85494E-19,0.119348677,3.136574074,4.530561248,86.031,63.38,-0.748574376,5.922224522,10.44468117,9.619056702,2.585664988,6.764504433,1.592291236,-1.307453394,8.145705223,3.833415747,0.17276
-0.5075,2.6684,0.5844,2.7784,-92.1739,-105.1408,-113.9124,6.9978,1.0449,-2.5207,-5.6952,8.2104,3.2229,-34.7508,-28.1922,6.3762,1.9924,-17.0656,0.5285,2.889,-5824.8342,-2395.2606,-244.8713,32.8492,-10.322,66.8146,-41.288,-17.1938,0.7929,-1325.845,-1074.2966,-488.266,-23.3114,-1.4324,20.8316,926.5253858,2607.630896,3340.577604,0.751547309,0.042012601,1.921626904,0.388888889,0.943933591,-0.140205379,0.298884305,1,3.85494E-18,0.14260877,3.539351852,5.20038099,72.9622,55.4,-0.932769537,6.716713428,10.46507549,9.741136551,2.531710386,6.736834049,1.647247553,-1.922438383,8.235110283,3.442776442,        
3.4884,1.5401,-3.4879,5.1678,-118.8192,-126.2711,-146.9049,12.2529,0.5862,7.7933,109.1052,5.4469,-18.6235,8.044,44.5805,-13.3876,10.6926,-1.7075,-14.8937,-1.3364,-6297.0381,-2033.5395,-1217.9583,347.0404,-81.4028,56.6445,63.7705,-4.0354,2.1441,-1271.7627,-1357.9831,-548.2543,-59.246,-5.5149,39.1578,1083.221096,3163.623042,3509.912507,1.203168768,0.125355167,2.84842411,0.384615385,0.307580548,0.156072806,-0.938634905,0,3.20257E-18,0.147954655,3.433760684,5.432478782,84.0578,55.84,0.041961592,7.637797356,10.71339321,9.94129467,2.493722916,6.863498211,1.034895182,-1.658143163,8.228730202,3.374201775,0.182036
2.1666,-1.483,-0.0003,2.6255,-116.471,-149.7486,-122.4254,24.4404,-0.0008,0.0016,80.5129,-81.6326,0.0004,76.0952,-93.7688,0.0038,-23.2206,-11.1242,-0.0079,0,-4837.1005,-4568.078,-370.7914,320.0002,-0.011,536.183,0.0225,-0.0051,0.003,-1666.1662,-979.6441,-664.1684,0.0111,0.0084,35.9353,1182.261371,2291.917509,3136.654334,1.011335261,0.104598826,2.330230302,0.53125,-0.248031203,-0.304594639,-0.919620916,0,-2.60209E-18,0.115398427,3.184895833,4.525315335,83.677,58.68,-0.746362507,5.86602354,9.811096191,9.386949539,2.487563372,7.32262516,1.60978353,-1.167861819,8.316401482,3.908854246,0.175437
-0.4071,0.218,0.6285,0.7799,-146.8256,-152.6767,-153.747,0.8199,-0.9666,6.9573,54.6703,4.5175,28.5488,-42.1038,37.1572,68.2043,6.3325,-3.215,-35.5707,-41.3734,-12673.5191,-3409.7634,-1646.7542,159.6881,96.4263,-72.2231,77.0334,-64.8767,6.4441,-2463.5307,-2381.5481,-819.2177,-41.426,-33.7658,-22.4773,888.1936232,9312.117431,10006.08151,0.460929725,0.006525559,1.417933229,0.605263158,0.049943174,0.890369333,-0.452491027,2,-7.6693E-18,0.14190206,3.072368421,4.282422138,100.9127,68.02,-1.136346459,6.661365986,10.04706383,9.473578453,2.168183088,6.935868263,1.678305387,-1.615654349,8.575187683,3.299943924,0.294151
0.2302,-1.8171,0.117,1.8353,-92.4265,-113.8355,-118.512,-8.929,1.9133,2.0598,3.6048,-45.2477,0.3783,-34.5575,-39.0648,15.8839,-16.3852,-0.9385,-2.2156,9.4463,-8106.0638,-1621.169,-161.447,236.2687,84.1349,8.5111,17.0142,-7.1606,-1.8284,-1494.528,-1621.2379,-302.3089,16.5897,-11.0167,52.233,407.7154219,4189.0297,4535.113584,0.452837835,0.01208331,0.986831622,0.64516129,0.016853935,-0.828326829,0.559991616,2,-8.05807E-18,0.153493876,3.182795699,4.218797374,76.1148,63.33,-0.479902208,5.167466164,10.0815506,9.574621201,2.771699667,6.803805351,1.48265481,-0.8059991,8.034613609,4.125349522,0.172468
-5.0403,-1.8885,2.264,5.8392,-111.3586,-112.1307,-121.4912,-17.7614,3.0897,5.0603,-51.1816,-8.6379,2.9766,-38.2109,-48.3528,8.5331,9.3165,0.1574,13.0467,-5.576,-6144.3796,-1533.1834,-393.2919,-223.7468,-31.6327,-95.8692,40.4448,-17.7816,-10.6179,-1277.6568,-1240.8964,-331.3918,50.9954,40.1252,-27.5542,464.1274307,3136.976863,3468.350013,0.700060879,0.034876635,1.994447788,0.551724138,-0.241239361,-0.955694254,0.168677397,2,9.57089E-19,0.107378817,3.123563218,4.419594704,77.4345,20.31,-1.115579486,6.2431283,10.6436224,9.233485222,2.382875443,7.093791485,1.549255729,-1.2548455,8.46842289,3.769141674,0.172368
0,-0.0001,-0.0006,0.0006,-85.6862,-101.6161,-110.3009,9.3078,-0.0009,0.0003,0.0006,-0.0004,0.0043,-0.0007,0.0004,-0.0119,0.0002,-0.0002,-0.0042,-0.004,-7991.9468,-955.2129,-121.2697,-35.3996,-0.0629,48.4885,0.0012,0.0024,-0.0015,-1600.2038,-1719.3949,-194.2199,-0.0027,-0.0037,-24.2906,405.4848575,3758.049299,4163.534156,8.28516E-06,3.7031E-12,2.44654E-05,0.6,0.011633795,0.999812583,0.015474305,2,-9.71445E-18,0.167805145,3.211111111,3.880717773,71.4016,65.18,-0.512486815,5.211125851,10.28489304,9.544154167,2.590718508,6.542057514,1.453503132,-0.824831188,8.055198669,4.191372871,0.175328
3.175,0,0,3.175,-136.7058,-110.1791,-131.4086,0,0,-1.9803,248.6562,0,0,-0.0175,0,0,-19.2927,0,0,20.2402,-10086.4485,-1555.7266,-236.5757,0,-0.0001,0,6.2501,0,-10.044,-1605.938,-1619.2054,-342.3757,-76.3566,0,0,579.3588628,3352.777597,3863.509558,0.511826346,0.019807669,1.245315386,0.628571429,-0.02261412,0.803082526,0.595438543,2,3.96508E-19,0.067500807,2.942857143,4.22773271,93.377,12.89,-0.436465144,3.185495615,9.719085693,9.381860733,2.54651618,6.857292175,1.384673357,0.397872716,7.955091953,4.649620533,0.176283
1.7209,6.1523,1.5124,6.565,-134.0464,-126.4639,-119.918,-6.7092,7.5179,-1.2621,126.1785,17.9915,13.7009,3.3716,108.5055,53.9999,39.5243,-6.6134,4.0291,-10.5,-10131.7467,-1550.7916,-343.4553,-535.9736,337.6591,25.7992,-4.3692,85.9752,-10.0993,-1983.226,-1441.9813,-319.6445,-35.394,22.3837,-32.5641,598.589822,3593.315816,3994.910172,0.847293502,0.050664074,2.398320344,0.358974359,0.075494484,0.352462326,0.932775906,0,1.06752E-18,0.136924104,3.478632479,5.335940106,78.5598,62.02,-0.816917002,6.52287817,11.06357098,9.303045273,2.684098244,7.29127121,1.295667529,-1.428719282,8.314097404,3.709058046,0.176085
1.8757,-0.2061,0.282,1.908,-104.4877,-98.4982,-114.4019,5.202,0.0232,-1.2602,23.8212,12.32,0.3509,14.4478,-18.6519,-9.5693,1.5393,10.7021,3.471,-10.2751,-5905.7802,-1352.0083,-186.8567,75.5537,-21.8702,34.6827,-3.2059,-6.0658,-1.0547,-1279.6485,-1213.3138,-283.1664,-28.2897,11.3667,-3.2802,561.9511709,2207.020757,2765.58959,0.232638696,0.005037045,0.915988293,0.580645161,-0.138426002,-0.094310713,0.985872067,0,-5.37205E-18,0.11851224,3.056451613,4.129041229,75.922,30.96,-0.563197374,6.327719688,7.240416527,9.273546219,3.106827497,8.625209808,2.081217051,-0.945401549,8.194626808,4.305242062,0.172529
1.4714,-1.6787,0.3682,2.2624,-96.779,-116.3336,-119.7245,9.5431,7.0657,0.1039,31.249,-30.4535,6.6884,8.2881,14.3617,32.5693,28.6381,-4.6975,-4.2557,-4.6212,-6278.3006,-2150.8702,-358.7011,123.8167,247.6733,47.1565,1.3042,36.7519,-11.8609,-1421.1673,-1214.7871,-415.3467,-16.7058,-35.0563,3.2091,873.0121275,2688.226896,3491.213777,0.584245235,0.026679547,1.504555433,0.432432432,-0.017577869,0.78383286,-0.620723018,2,5.25105E-18,0.150295643,3.306306306,4.465436076,79.295,43.43,-0.61368835,6.489709854,7.039149761,9.25979805,3.181735992,8.753792763,2.13174963,-0.923372507,8.213598251,4.284317017,0.174338
4.028,-1.6144,1.7859,4.6926,-99.3947,-107.9431,-117.6763,7.4005,-4.7342,3.3655,113.5231,-2.1661,0.2657,26.282,-36.2246,17.4314,-5.5037,1.8264,8.869,-15.6538,-5440.0331,-2033.3238,-252.9437,55.3448,-44.3191,17.2422,20.024,4.8607,0.6555,-1360.8906,-1063.0098,-398.2014,28.011,-41.4276,-0.4479,741.8960873,2193.264825,2830.805945,0.657578866,0.038197709,1.496300773,0.342105263,-0.037150592,0.208586946,0.977297969,0,2.19123E-18,0.090166836,3.416666667,5.222540818,80.3045,20.31,-0.001750684,6.745499611,11.21542454,9.392672539,2.625643253,5.735867023,0.73929286,-1.177590728,8.163766861,3.988109589,0.172848
-2.6603,0.5527,-0.0003,2.7171,-154.1589,-166.3723,-178.3578,-8.0529,-0.0013,-0.0001,-208.9636,-18.4123,-0.0005,-35.4198,-62.9922,-0.0127,24.6155,-11.3859,-0.0031,0.0032,-16088.3579,-3618.7114,-200.9694,1.1314,-0.0501,-184.7273,-0.0062,-0.0102,0.0031,-3225.3678,-3026.0752,-697.8694,0.0132,-0.0087,17.9298,1325.159256,6545.60629,7870.765542,8.14221E-05,3.86985E-10,0.000215431,0.736842105,-0.086500227,0.430515813,0.898428542,0,2.55643E-18,0.132256687,2.714912281,3.703144934,115.1637,67.6,-0.090880647,0.456150115,9.950004578,7.782968998,1.705663681,7.236147881,0.875594199,2.617651224,7.946790695,5.354007244,0.166757
2.4518,0.4531,0,2.4934,-114.9542,-99.4875,-132.4382,5.2881,0.0001,0.0001,80.0838,-8.7333,0,27.406,24.2954,0.0006,-3.0749,3.6355,0.0001,0.0002,-9057.3,-1168.253,-157.9611,145.8313,0.0015,22.834,0.0007,-0.0001,0,-1428.0814,-1776.3561,-280.0975,0.0023,0.0008,1.2025,528.4901176,3077.483051,3459.041583,0.66593607,0.040439789,1.47274171,0.678571429,0.055041062,-0.032507447,0.997954782,0,-2.47818E-18,0.142076674,2.785714286,3.707417663,83.2021,47.37,-1.336963058,0.81284517,9.965846062,9.418827057,1.894936919,6.524599075,1.797277927,2.685573816,8.250907898,5.466023922,0.170389
0.8716,0.8805,1.103,1.6588,-119.5317,-111.7715,-120.5853,19.2223,5.0547,-0.2874,40.3502,10.1536,0.2752,-0.6253,-11.2204,44.6999,-0.0763,1.0381,3.8941,1.5568,-8305.1152,-1089.4816,-221.3408,672.8629,156.2711,70.8196,-8.3749,3.0964,3.9266,-1730.6802,-1555.399,-233.0425,-0.5398,22.3496,11.356,390.8012768,3203.608055,3534.809824,0.462829378,0.014949259,1.133526907,0.655172414,-0.03181036,-0.062395484,0.997544437,0,-4.3069E-18,0.089062032,2.913793103,3.869499944,80.357,25.78,0.098353378,2.76145339,9.836750031,9.363653183,3.737996101,6.829751492,1.143931508,1.097807407,7.490766525,4.801550388,0.206868
0.6979,-0.3973,0,0.803,-116.8656,-113.6098,-135.5141,-5.6137,-0.0002,-0.0039,130.1036,7.4993,0.0001,-29.4341,18.8871,0.0035,-13.432,2.4613,0.0063,-0.0156,-10543.4546,-1521.4457,-158.3836,-73.1123,-0.0288,-75.6337,-0.0162,-0.0021,0.0059,-1787.0175,-2027.9506,-321.9634,0.0465,-0.0049,2.4667,542.6575731,4336.196136,4878.853709,4.40234E-05,1.19201E-10,0.000129589,0.666666667,0.022577342,-0.328202545,0.944337521,0,4.62593E-19,0.093761861,2.877777778,3.803374278,86.164,25.78,-0.944166422,1.184276342,10.15551853,8.885831833,1.701455593,6.600938797,1.489519596,2.225018978,8.426033974,4.738587856,0.171935
-1.8371,2.2147,1.3615,3.1834,-110.8133,-98.3549,-113.2196,10.0241,2.1666,-5.7824,-149.1934,8.9977,-3.2973,22.7293,0.3857,21.7042,12.8268,0.5232,-4.3239,-26.1668,-6403.6024,-1240.8455,-345.98,92.2665,33.3611,71.026,-13.5445,-7.94,-14.0563,-1109.1198,-1132.5501,-282.4919,-58.4139,11.9336,-2.3041,372.7014578,3299.046212,3630.795766,0.384291567,0.008950904,0.805341646,0.607142857,0.029493768,0.594001256,-0.803923271,0,0,0.124122502,3.113095238,4.283818395,72.5722,41.99,-0.344931901,5.833000183,10.04992199,9.830491066,2.04668045,6.300682068,1.041476011,-0.771742344,8.489042282,2.684528589,0.179153
1.9211,-0.9797,0.5375,2.2225,-116.5827,-95.7891,-119.6973,16.2539,4.8144,3.7618,8.3583,11.5207,2.5705,-46.2722,-17.3485,6.0018,2.221,8.4987,-0.1902,31.4711,-6313.0086,-1842.623,-692.5888,290.4426,-35.7971,63.2326,14.59,54.4426,23.6225,-1272.6212,-1214.7189,-425.8046,72.7739,25.4806,30.3055,1095.900317,2390.393393,3181.968226,0.879013456,0.075147271,1.825747207,0.472222222,0.036204147,0.290667367,0.956138976,0,1.15648E-18,0.157533832,3.479166667,4.9520499,76.7254,71.19,-0.696072698,6.235939026,10.00850773,9.428850174,2.299695253,6.805037975,1.553009629,-1.575256109,8.271399498,3.861151218,0.175024
0.8794,4.4152,-0.4989,4.5295,-121.8547,-134.4067,-143.4782,1.5511,9.8348,-1.2875,-74.0012,55.3104,-11.2816,-3.6122,-8.263,-4.6172,1.5619,23.5381,19.0383,-30.8354,-7080.3467,-2783.8964,-965.0555,-141.9122,37.4102,61.7092,-54.4455,52.0043,28.7387,-1708.8984,-1594.4997,-624.2805,46.9552,38.1344,-12.5937,1377.127046,3529.990579,3979.288396,1.235115536,0.140590746,2.506902079,0.526315789,0.303918798,0.453168848,-0.838016324,0,-3.65205E-19,0.13918711,3.23245614,4.483616621,89.7718,68.01,-0.67351371,6.131011963,9.854001999,9.749590874,2.541101694,7.000943661,1.674178243,-1.472928762,8.202724457,3.576261997,0.178921
-2.122,-2.5198,0.6093,3.3501,-114.1419,-124.4679,-118.8148,-8.3872,2.9459,1.7515,-71.5999,-68.1188,2.7277,-40.9979,-7.1965,-2.0484,26.752,-6.3196,2.9939,5.4536,-5929.3402,-2218.4855,-424.0848,57.9239,37.8944,-178.7629,21.4857,-7.2707,1.4447,-1319.3716,-1089.5698,-412.9122,3.6233,11.9288,-6.9582,856.6517606,2382.274723,3051.853902,0.90565386,0.072754772,2.329478304,0.342105263,0.051731867,-0.019137825,0.99847762,0,-3.65205E-19,0.103815078,3.368421053,4.981966303,80.905,43.16,0.07857196,6.258912086,10.89235973,9.675571442,2.882600307,6.822822571,0.860567749,-1.04429841,8.086966515,3.852657318,0.182177
-0.5809,1.6093,-2.2484,2.8253,-148.4928,-103.12,-124.3077,-11.5262,-2.628,-9.7861,126.9987,36.8713,-1.794,-14.7245,16.4968,-8.8281,7.2164,9.0597,-30.9135,-2.1723,-8957.1242,-1834.7897,-184.7822,-210.378,14.0117,-19.4931,-124.8519,4.4517,-9.5931,-1581.557,-1378.2094,-406.8702,-51.6669,-40.5081,-6.7053,847.5303117,3125.007324,3885.005264,0.482400247,0.024404076,1.381320872,0.633333333,-0.206541283,-0.108369836,0.972417954,0,4.16334E-18,0.131659266,3.137037037,4.273730448,78.5019,68.87,-0.266840965,6.073010445,10.24845695,9.745312691,2.111829519,6.259331703,1.006259561,-0.89127171,8.436988831,2.970336914,0.176664
-3.5897,-0.1538,0.3137,3.6066,-124.8495,-131.2525,-132.7576,-15.3757,-1.6676,0.7992,-107.3186,-8.4491,1.7326,-75.2446,11.4026,-9.1958,1.1113,-39.3245,0.7504,1.6376,-5352.7294,-2941.8574,-528.6102,229.1302,-55.7016,31.3136,13.7147,14.3712,2.274,-1474.8038,-929.1233,-649.7982,20.4341,-5.3087,5.8882,1248.828221,2959.487321,3724.698804,1.073996738,0.1189434,2.596449817,0.2,0.185650216,0.328172341,0.926194856,0,-1.58603E-18,0.139013337,3.547619048,5.494668115,75.0088,55.84,0.137850344,7.63959074,10.81690407,9.919380188,2.523683786,6.846620083,0.925839961,-1.621700048,8.220541954,3.357272863,0.220027
3.0698,-0.9338,0.0002,3.2087,-117.5162,-109.5705,-127.532,-10.8599,0.001,-0.0014,160.306,-14.1129,0.0001,39.2309,-36.163,0.0086,0.0539,-4.1442,-0.0011,-0.0073,-12855.0474,-1322.6693,-147.4387,-683.4512,0.0383,1.182,-0.0039,0.003,0.0011,-2109.2013,-2300.8435,-273.2387,-0.029,-0.0007,-9.4083,389.7138343,5541.815405,5928.186588,0.227627799,0.002679542,0.910549675,0.5625,-0.114973423,0.831399823,0.543650114,2,3.46945E-18,0.116804167,3.131076389,4.00488833,78.357,39.94,0.763420582,8.218750954,9.855303764,10.38339233,2.508014202,7.508591175,1.236943007,-1.423785925,7.989859581,3.623487473,0.176562
-1.3686,1.7513,0,2.2226,-108.3803,-106.2964,-124.1318,3.9085,0,0,6.962,49.5243,0,-22.5785,-24.2431,0,-3.2752,5.6668,0,0,-4492.2426,-2355.7534,-137.0317,68.682,-0.0001,-3.5361,-0.0001,0,0,-1157.4998,-935.1605,-508.1679,-0.0001,0,-8.1434,976.7469674,1734.12198,2710.868948,1.17574E-05,1.55785E-11,2.41761E-05,0.677419355,-0.140759393,-0.059495857,0.98825454,0,-4.02904E-18,0.112900515,2.88172043,3.830783997,83.3,43.08,-0.590872169,5.443819046,9.455290794,9.30723381,2.491094112,7.595479965,1.641240239,-0.889510393,8.269487381,4.219338417,0.175582
-3.3272,2.1721,0.1679,3.977,-125.8969,-124.4379,-122.5078,-17.7661,-0.6605,-0.0039,-135.6044,14.2628,-0.5449,-36.0818,58.523,3.1903,6.6112,0.0892,1.1613,0.4121,-9228.8417,-1867.5556,-158.8814,-621.725,-13.0997,4.0238,0.304,2.0851,-1.206,-2255.8473,-1663.9876,-341.161,7.0704,-6.465,3.2376,651.8664534,3889.711752,4391.346013,0.758036593,0.036062464,1.885426738,0.421052632,-0.043527624,0.071900402,0.996461579,0,-2.55643E-18,0.160604162,3.594298246,5.295282264,78.924,82.13,-0.075399972,6.407441616,10.84467411,9.302995682,2.345027685,6.476206303,0.823560894,-1.119593024,8.324302673,3.7497859,0.176137
1.7227,-1.8129,0.6179,2.5761,-129.8341,-112.5634,-126.4729,7.9244,3.2748,-0.8544,-59.646,-6.5945,-2.3417,32.1169,-72.8922,-0.4852,3.5159,7.3425,4.5522,-9.3426,-8741.7201,-1578.7076,-252.187,114.5417,60.2804,53.8085,-0.596,-32.956,-4.5086,-1722.4303,-1605.9258,-337.8168,-11.8223,26.5727,-15.1697,924.2870739,3059.669703,3895.248058,0.463072252,0.019964609,1.022532979,0.642857143,-0.115269903,-0.006563333,0.993312525,0,4.46072E-18,0.104609939,3.081349206,4.216146773,78.157,34.89,-0.25104177,5.588235378,10.58794212,9.279623032,2.496742487,6.838487625,1.088932395,-0.65940851,8.234043121,4.120038509,0.174843
-1.8824,-0.87,0.8923,2.2575,-102.8509,-110.3274,-114.6315,0.1221,-1.9538,-0.0527,18.4228,9.9221,10.1541,50.7576,-10.799,0.8551,30.4353,11.0849,-7.362,1.961,-4742.5965,-1428.2514,-615.4955,75.2324,13.7131,-16.6364,-9.5372,-4.4876,7.5779,-1071.449,-970.3047,-344.9087,4.7886,6.7659,4.8034,656.1455224,2693.252464,3018.077683,1.124006469,0.20714524,3.19267102,0.28125,0.075327911,0.439814473,0.894923983,0,8.67362E-18,0.19607322,3.3671875,4.547764158,71.8114,37.07,-0.01721761,5.972494602,10.79266834,9.490866661,2.556481361,6.684472084,0.888681829,-0.837545335,8.183852196,3.892637253,0.168455
