iter	RMSE
0	0.01861494354
1	0.01757588696
2	0.01661363486
3	0.01573579586
4	0.01492000552
5	0.0141796935
6	0.01347301789
7	0.01283775665
8	0.0122592789
9	0.01170443543
10	0.01119889497
11	0.01074460263
12	0.01032662743
13	0.009947395033
14	0.00959306809
15	0.009272138872
16	0.00896081877
17	0.008691566926
18	0.008434771231
19	0.00819850119
20	0.007975806346
21	0.00776003389
22	0.007578524765
23	0.007412432661
24	0.007237101752
25	0.007090825304
26	0.006946278594
27	0.0068077067
28	0.006679847559
29	0.006554404526
30	0.006436627057
31	0.006294017897
32	0.006178762566
33	0.006082465
34	0.005979682004
35	0.005865967865
36	0.005789924213
37	0.005696089171
38	0.005612232445
39	0.005543017478
40	0.005461079225
41	0.005383455525
42	0.005299970473
43	0.005222792298
44	0.005131393804
45	0.005031908149
46	0.004974915054
47	0.00489804035
48	0.004834953511
49	0.004740522877
50	0.004696016053
51	0.004622647755
52	0.004566902068
53	0.004492568813
54	0.004427988758
55	0.004368293951
56	0.004295904418
57	0.004232433416
58	0.00418243493
59	0.004130626937
60	0.004073902842
61	0.004021431273
62	0.003986239484
63	0.003936373195
64	0.003891561017
65	0.003845032727
66	0.003799104432
67	0.003748907186
68	0.003684724466
69	0.003633491733
70	0.003584323984
71	0.003540801351
72	0.003508101901
73	0.003459357535
74	0.003423523019
75	0.003375926751
76	0.003344736345
77	0.003306461213
78	0.003272802608
79	0.003242175934
80	0.003216365909
81	0.003180770819
82	0.003152116661
83	0.003103847656
84	0.003073021706
85	0.003040633641
86	0.00300389833
87	0.002960035189
88	0.002935895724
89	0.002911265931
90	0.002884943535
91	0.002846220521
92	0.002821712147
93	0.002794634281
94	0.002760972323
95	0.002733199746
96	0.002705129716
97	0.002659569707
98	0.002636786376
99	0.002607777851
100	0.002579241995
101	0.002548563817
102	0.00252018079
103	0.002480616415
104	0.002433579848
105	0.002417301016
106	0.00238989464
107	0.002361783761
108	0.002329154846
109	0.002311629405
110	0.002291152222
111	0.002268331906
112	0.002242874219
113	0.00222043581
114	0.002184513591
115	0.00216802489
116	0.002134095938
117	0.002108856629
118	0.002093342628
119	0.002069510013
120	0.002052609119
121	0.002020938975
122	0.001993623724
123	0.001967921998
124	0.001939385724
125	0.001921076113
126	0.001904046136
127	0.001889561875
128	0.00186975362
129	0.001852886455
130	0.001832861749
131	0.001812288414
132	0.001799761973
133	0.001774046875
134	0.001759031278
135	0.001737505161
136	0.001720325316
137	0.00171185893
138	0.001690208072
139	0.001668662628
140	0.00164674178
141	0.001636221687
142	0.001617700575
143	0.001602641621
144	0.001587650796
145	0.001569378594
146	0.001553192884
147	0.001537609316
148	0.001520409284
149	0.001508320929
150	0.00149944197
151	0.001479943916
152	0.001465801362
153	0.001447477541
154	0.001426800752
155	0.001415150487
156	0.001395786457
157	0.001379818867
158	0.001369439249
159	0.001359055545
160	0.001344923285
161	0.001329836052
162	0.001318804059
163	0.001307622748
164	0.001297497969
165	0.001286429793
166	0.001275470474
167	0.001261957983
168	0.001246281731
169	0.001233462327
170	0.001217699814
171	0.001198400833
172	0.001184672355
173	0.001172608424
174	0.001161479111
175	0.001146461346
176	0.001134134244
177	0.001126554884
178	0.00111343833
179	0.001101967939
180	0.001091177212
181	0.001080929981
