iter	RMSE
0	0.0206208069111	0.0192235576622	0.0184059010833	0.017367160964	0.01565650482555	0.01526486526	6	0.01434343697	0.0129231538988	0.01216448109
9	9	0.012017214510	0.01083744549
11	0.01027090445
112	0.0102718243213	0.009258990791
14	0.008810279477
15	0.008395195101
16	0.008031723194
17	0.007659666334118	0.007360256835119	0.007077183328220	0.006798306727221	0.00655846912
22	0.006334079624
23	0.006137899927
24	0.005956794974
25	0.005800362406226	0.005665007224227	0.005512012951228	0.005382768123229	0.00524633303
30	0.0051110824
31	0.004967963805
32	0.004829724025
33	0.004727521756
34	0.004632041872
35	0.004532287511
36	0.00444604638
37	0.004372204121
38	0.004292573874
39	0.004173079384
40	0.004117037814
41	0.004025955237
42	0.003961702478
43	0.003905309974
44	0.003821081365
45	0.003734227409
46	0.003666429026
47	0.003600670484
48	0.003531800495
49	0.003479385826
50	0.00342310443
51	0.003373092242
52	0.003332387465
53	0.003276152969
54	0.003225653812
55	0.003179025695
56	0.003150517783
57	0.003102324269
58	0.003063107662
59	0.003010048273
60	0.002968124372
61	0.002914318686
62	0.002883000832
63	0.002843869499
64	0.002800195456
65	0.002768275606
66	0.002709686161
67	0.002664681647
68	0.002605229338
69	0.002581894339
70	0.002546346912
71	0.002516093435
72	0.002465427667
73	0.002427451947
74	0.002390918588
75	0.002351738053
76	0.002314931019
77	0.00229365187
78	0.002261304861
79	0.002223018872
80	0.002196099033
81	0.002158529666
82	0.002125762857
83	0.002073909002
84	0.002050631684
85	0.002038006298
86	0.002011923587
87	0.001973252851
88	0.001935730482
89	0.00190978681
90	0.001883857433
91	0.001862906882
92	0.001834156812
93	0.001797809144
94	0.001766028226
95	0.001746228946
96	0.001726723063
97	0.001700072346
98	0.001671122316
99	0.001640507548
100	0.001618796919
101	0.00158587067
102	0.001564452593
103	0.001544720572
104	0.001517688322
105	0.00150184376
106	0.001465643203
107	0.001436836341
108	0.001426920132
109	0.001403716191
110	0.00137026233
111	0.001347106383
112	0.001334613
113	0.001317502688
114	0.00129587151
115	0.001277968697
116	0.001254903151
117	0.001235328496
118	0.001216310871
119	0.001195877626
120	0.001181630858
121	0.001161992246
122	0.001146226649
123	0.001131809189
124	0.001117237486
125	0.001088318651
126	0.001073504874
127	0.001059049293
128	0.00104378989
129	0.001031713463
130	0.001019523982
131	0.0009978738273
132	0.0009783011977
133	0.0009613848457
134	0.0009484772467
135	0.0009315089427
136	0.0009047393059
137	0.0008879753723
138	0.0008722298521
139	0.0008655698384
140	0.000852766999
141	0.0008280005174
142	0.0008165551421
143	0.0008018444306
144	0.0007884882137
145	0.0007781249855
146	0.0007615713047
147	0.0007488391587
148	0.00072735316
149	0.0007186485103
150	0.0007098457637
151	0.0007006694111
152	0.0006895995173
153	0.0006796576992
154	0.0006734512379
155	0.0006584856786
156	0.0006509262351
157	0.0006450462622
158	0.0006377480812
159	0.0006304636752
160	0.0006243155013
161	0.0006188084023
162	0.0006071932498
163	0.0005979878954
164	0.0005902671678
165	0.0005805647595
166	0.0005721195199
167	0.0005675499839
168	0.0005551246277
169	0.0005482437582
170	0.0005340113041
171	0.0005181390712
172	0.0005068784368
173	0.0004935041068
174	0.0004872848573
175	0.0004811025051
176	0.0004756156842
177	0.0004658166932
178	0.0004593681535
179	0.0004506422538
180	0.0004416208865
181	0.000427086854
182	0.0004223810859
183	0.000419453358
184	0.0004138332654
185	0.0004041743909
186	0.000397505901
187	0.00039269292
188	0.0003875224842
189	0.0003823212352
190	0.0003738399011
191	0.0003645919799
192	0.0003594616067
193	0.0003534214153
194	0.0003491309118
195	0.0003450913986
196	0.0003387913375
197	0.0003304806086
198	0.0003278345177
199	0.0003233081707
200	0.0003175954304
201	0.0003143445349
202	0.000311352989
203	0.0003062459655
204	0.000300766457
205	0.0002925651945
206	0.0002875850342
207	0.0002796913798
208	0.0002758892608
209	0.0002722543799
210	0.0002668142104
211	0.0002640551377
212	0.0002607933585
213	0.0002555577265
214	0.0002506792346
215	0.0002481657974
216	0.0002436431149
217	0.000239827435
218	0.0002358172831
219	0.000232658769
220	0.0002267789666
221	0.0002228953066
222	0.0002182546733
223	0.0002154169949
224	0.0002110106899
225	0.0002084540701
226	0.0002055930513
227	0.0002026231272
228	0.0001995387842
229	0.0001965835196
230	0.0001935807583
231	0.0001909603263
232	0.0001886487802
233	0.0001855480597
234	0.0001817504198
235	0.0001785369407
236	0.0001771486768
237	0.0001747380204
238	0.0001710136432
239	0.0001679313333
240	0.0001663258837
241	0.000163615701
242	0.000160647937
243	0.0001569456089
244	0.0001551997521
245	0.0001523900833
246	0.0001500375051
247	0.0001473913795
248	0.0001462038918
249	0.000145132119
250	0.0001434237114
251	0.0001414681682
252	0.000138806978
253	0.0001356480144
254	0.0001341566949
255	0.000131644003
256	0.00012853059
257	0.0001260639467
258	0.0001244680642
259	0.0001227661675
260	0.0001202602305
261	0.0001177045181
262	0.0001157139327
263	0.0001145810129
264	0.0001120928784
265	0.0001099557817
266	0.0001072556791
267	0.0001056865824
268	0.0001040420645
269	0.0001029735506
270	0.0001009281952
271	9.887675342e-05
272	9.700179977e-05
273	9.470042464e-05
274	9.380691285e-05
275	9.146050393e-05
276	9.035646176e-05
277	8.89154763e-05
278	8.757188095e-05
279	8.589918424e-05
280	8.381258622e-05
281	8.225114202e-05
282	8.100699266e-05
283	7.942478096e-05
284	7.853663064e-05
285	7.696998263e-05
286	7.583981387e-05
287	7.472149107e-05
288	7.385347033e-05
289	7.290444071e-05
290	7.172229529e-05
291	7.074512947e-05
292	6.957430723e-05
293	6.850224184e-05
294	6.800553472e-05
295	6.649726402e-05
296	6.536266882e-05
297	6.468193957e-05
298	6.336439806e-05
299	6.273720882e-05
300	6.178592481e-05
301	6.090802833e-05
302	5.991445526e-05
303	5.931364756e-05
304	5.86701358e-05
305	5.800222188e-05
306	5.672690491e-05
307	5.561843835e-05
308	5.45741763e-05
309	5.370616449e-05
310	5.296368569e-05
311	5.222615047e-05
312	5.156073081e-05
313	5.069592402e-05
314	4.997472942e-05
315	4.962416348e-05
316	4.925738287e-05
317	4.777926349e-05
318	4.700918114e-05
319	4.613877929e-05
320	4.554521527e-05
321	4.505077084e-05
322	4.453092067e-05
323	4.395995072e-05
324	4.321607332e-05
325	4.28025896e-05
326	4.224912905e-05
327	4.169949897e-05
328	4.136664823e-05
329	4.078255599e-05
330	4.001607188e-05
331	3.947678919e-05
332	3.904960996e-05
333	3.857198615e-05
334	3.794631641e-05
335	3.725734158e-05
336	3.690232619e-05
337	3.648072227e-05
338	3.574580599e-05
339	3.541542728e-05
340	3.497172657e-05
341	3.458940556e-05
342	3.366576681e-05
343	3.292095033e-05
344	3.239684423e-05
345	3.153894501e-05
346	3.094577273e-05
347	3.051169425e-05
348	2.997852981e-05
349	2.946428829e-05
350	2.896828744e-05
351	2.833460598e-05
352	2.755293305e-05
353	2.713710424e-05
354	2.645961845e-05
355	2.600587448e-05
356	2.55513034e-05
357	2.499592536e-05
358	2.454368482e-05
359	2.424824349e-05
360	2.403004805e-05
361	2.372175872e-05
362	2.310613321e-05
363	2.251281421e-05
364	2.21691669e-05
365	2.186663608e-05
366	2.150225389e-05
367	2.124867027e-05
368	2.079866994e-05
369	2.044386595e-05
370	1.992502104e-05
371	1.977575153e-05
372	1.951021757e-05
373	1.931129536e-05
374	1.896019657e-05
375	1.865358098e-05
376	1.841180763e-05
377	1.820603503e-05
378	1.78743085e-05
379	1.771032838e-05
380	1.747428836e-05
381	1.721804258e-05
382	1.700055465e-05
383	1.657017112e-05
384	1.62110082e-05
385	1.598624957e-05
386	1.551673951e-05
387	1.539407524e-05
388	1.505988744e-05
389	1.464144714e-05
390	1.450653666e-05
391	1.425219065e-05
392	1.399276077e-05
393	1.38428774e-05
394	1.362720499e-05
395	1.343801761e-05
396	1.324367462e-05
397	1.308636603e-05
05
-05
