x,y,z,tot,xx,yy,zz,xy,xz,yz,xxx,yyy,zzz,xyy,xxy,xxz,xzz,yzz,yyz,xyz,xxxx,yyyy,zzzz,xxxy,xxxz,yyyx,yyyz,zzzx,zzzy,xxyy,xxzz,yyzz,xxyz,yxyz,zzxy,PMI1,PMI2,PMI3,Planar_RMSD,Inertia_Ratio,Max_Planar_Deviation,Conjugated_Ratio,Principal_Axes_Cosines_X,Principal_Axes_Cosines_Y,Principal_Axes_Cosines_Z,Projection_Area_Ratio,Gasteiger_Charge_Mean,Gasteiger_Charge_Std,EState_Mean,EState_Std,MolMR,TPSA,UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,best_omega
4.146,1.7904,4.2264,6.1852,-127.6356,-152.4187,-141.5697,-22.9542,4.1916,-4.5335,68.4564,11.1218,17.0651,52.9539,19.6164,60.6922,3.8131,-2.0203,8.0245,-15.0982,-5391.499,-3711.4627,-929.5494,-324.13,129.8267,-56.409,-28.3924,-17.8218,-14.2264,-1640.431,-1205.3941,-737.2998,-38.1687,-1.9802,-45.6066,671.2037245,6496.181488,6647.573983,1.041022819,0.050110565,2.512409029,0.358974359,-0.058006073,0.381899906,0.922381568,0,6.04929E-18,0.124548027,3.523504274,5.382441062,86.4892,88.16,-1.879938245,7.43148756,10.69833565,7.977254868,1.435033321,3.443225384,-0.23628366,10.36725426,7.2578578,7.459842682,
-5.9155,1.9941,3.1875,7.0093,-146.4043,-142.8169,-143.9132,18.9018,-7.6294,-4.9066,-74.8607,18.1796,5.9418,-38.6029,85.3262,35.969,-7.8123,5.904,-3.8286,27.6952,-8549.6033,-3675.5387,-823.7312,340.4752,-104.6877,236.3926,14.7194,-45.2073,-28.9638,-1945.6221,-1536.6745,-733.938,57.5239,35.9557,3.9419,634.2493134,7086.447014,7404.542036,0.939359302,0.036038096,2.261252367,0.487179487,-0.020969858,-0.185357603,0.982447365,0,-6.76097E-18,0.150003794,3.217948718,4.668807005,89.96,72.37,-2.285142899,6.951575279,10.08049393,8.414087296,2.153259039,3.330115318,-0.013689259,10.35472107,7.386851788,7.597544193,
0.0023,-1.6075,-1.6241,2.2851,-63.0933,-91.7844,-97.1361,0.0001,0,-2.0187,0.036,11.4255,2.8208,0.0067,-0.4563,-10.299,0.0007,5.2007,-1.0465,0.0091,-2525.6116,-1026.0402,-221.9407,0.0021,-0.0017,-0.0064,1.1088,0.0002,-0.7973,-572.3868,-580.9398,-227.8865,-11.7933,-0.0061,-0.0038,466.6809435,1144.720675,1506.520336,0.339177897,0.014673878,1.218973475,0.541666667,-0.078757418,-0.365562748,0.92744873,0,-2.31296E-18,0.224316387,3.361111111,5.340317876,57.219,19.48,-1.240819931,5.801507473,10.10773468,8.468144417,1.699604154,3.333054781,0.098544039,9.834374428,7.484036446,7.208381653,0.236412
-4.0139,6.1494,-0.693,7.3761,-79.8121,-79.9344,-99.5602,0.2331,-1.5638,2.8429,5.4724,31.0158,4.5987,-32.531,12.5984,-2.8214,-2.1176,-0.416,2.2401,-4.6196,-1959.3655,-1527.3334,-229.7823,-60.4983,-2.2854,-33.5114,14.1166,-2.6326,3.1383,-590.9942,-432.803,-355.6068,3.661,-5.115,-23.7814,761.4913128,806.7542287,1429.164194,0.580255752,0.06747934,1.439299501,0.461538462,-0.02833708,-0.053764164,0.998151504,0,-5.33761E-18,0.232218433,3.432692308,5.439298158,59.2441,19.97,-1.074263811,5.683864594,10.29900551,8.418041229,1.631773114,3.265032053,-0.044643968,9.924438477,7.650787354,6.973589897,0.237035
-1.8386,-1.9234,0.6858,2.7477,-90.7033,-112.5237,-116.2418,-17.7973,3.7837,-3.1803,-62.1841,-13.4306,0.2362,5.0798,-2.0203,49.1753,6.0772,0.7333,-1.2607,-17.9915,-6711.3181,-1284.7364,-232.4643,-630.4817,228.1024,8.4975,-6.1576,7.2906,-1.2442,-1515.7225,-1400.9009,-248.8708,-64.0005,-0.4012,7.5217,452.0571658,3110.610478,3479.394698,0.643343056,0.032687407,1.405686006,0.59375,0.031024677,-0.370731043,0.928221936,0,5.20417E-18,0.188850813,3.2421875,4.502847241,75.9866,70.67,-1.235884309,8.686130524,11.16683769,7.912938118,1.508990049,4.204094887,-0.54267323,10.03683186,8.287004471,6.510170937,0.238031
1.5083,2.0963,2.3503,3.4919,-93.8046,-113.6613,-117.0302,9.7464,1.0039,0.2352,-2.1673,19.7823,-2.5083,26.7858,27.0316,17.6684,14.1915,6.9436,11.9953,21.824,-6242.4264,-1280.1612,-385.164,326.4843,156.1896,46.0415,-14.5624,24.9015,7.528,-1185.7331,-1236.21,-270.9335,59.1361,-17.5304,-5.698,551.8357931,2757.988726,2822.319009,0.991759442,0.081407151,2.713118717,0.642857143,0.096904374,0.505502225,-0.857366341,0,1.98254E-18,0.168965036,3.146825397,4.315696783,74.5948,50.44,-1.228496909,8.690345764,11.13771534,7.936829567,1.476321578,4.237211227,-0.520714879,10.01089573,8.31388092,6.502196789,0.233455
6.661,1.6833,0,6.8704,-123.0077,-111.9341,-109.8145,-9.5717,0.0004,0,341.814,-0.2511,0.0002,-18.8763,64.297,-0.0022,17.68,-2.9366,0.0002,-0.0017,-8898.8473,-1004.0539,-543.0439,-392.3246,0.0165,8.7652,0.0012,-0.0016,-0.0019,-1553.5187,-1410.3611,-274.6401,0.0024,-0.0002,0.8472,435.0475279,3136.58397,3287.754427,1.097356813,0.096708645,2.242306661,0.394736842,-0.010606252,0.086875478,0.996162717,0,3.28684E-18,0.093048848,3.438596491,4.977058167,81.0665,20.31,-0.41293788,6.352725506,10.72655869,8.175978661,2.020171642,3.802660942,-0.113188215,9.934453011,7.781938076,6.60277319,0.237865
-1.3536,3.0765,-1.1529,3.5534,-108.2556,-120.5423,-110.3426,-0.7582,9.9882,9.8718,-41.5804,35.085,-6.0955,12.1116,-10.3294,27.5346,38.8865,5.792,-2.9725,13.8212,-5461.6064,-1354.8502,-1127.7205,63.4931,111.6799,69.191,28.5118,-6.6977,38.1624,-1088.4556,-1034.2598,-385.8106,68.9614,22.4266,33.1057,861.5034038,2257.695738,2490.907996,1.285289573,0.182911065,2.984876418,0.205882353,-0.079158719,0.099847679,0.991848949,0,2.44902E-18,0.13300906,3.703431373,5.921291223,65.5295,55.4,-1.252468705,7.990468025,10.86736012,8.534046173,1.725013256,2.99996376,-0.130191505,10.6491003,7.492632866,7.576429367,0.251173
-0.9408,6.8871,1.3571,7.0823,-104.663,-113.9725,-108.1227,-13.1093,-0.2167,-6.1362,-3.5381,70.0163,-1.4063,6.4045,0.6885,15.1279,-6.7027,10.7776,6.7387,-7.9621,-4890.0262,-1571.2848,-361.12,-194.6465,61.7446,-20.8825,-67.8138,-19.5593,-6.7193,-1117.6905,-931.3347,-314.7284,-22.9496,-14.5722,3.9423,513.6468074,2162.181313,2474.078031,0.902912693,0.085134087,2.215189056,0.4,-0.039435866,0.873365287,-0.48546667,2,-4.16334E-18,0.140185846,3.222222222,4.414043225,67.0588,50.94,-1.043613911,5.783286095,10.05197239,8.63643074,1.933432102,3.149816513,0.272246987,10.02791309,7.476682663,7.018246174,0.239446
-4.0869,0.3929,-1.3796,4.3313,-162.6125,-140.9515,-151.0798,0.493,7.3521,1.2326,66.6103,-46.9094,-3.9592,-85.7091,-20.4672,-9.8213,17.8689,12.1579,14.7036,6.1113,-13016.9603,-3536.3505,-477.2357,271.1142,-63.7489,28.5844,12.1199,12.8435,2.4811,-2574.8297,-2122.0194,-692.0467,-55.2474,80.365,-58.6275,1077.011102,6395.730384,7060.069329,0.823722324,0.037611785,1.741224548,0.526315789,-0.042365236,0.031617708,0.998601776,0,0,0.137526428,3.385964912,5.097122479,89.9457,72.7,-1.527692318,6.583724499,10.8078146,8.23996067,1.065354586,3.323774338,0.166226834,9.887349129,6.411084175,7.917348385,0.309258
1.9426,3.5987,-0.3759,4.1068,-98.6661,-97.0238,-109.0321,10.2356,-0.3741,1.3204,100.3539,45.7323,-1.3197,17.9618,13.3676,-6.0837,-12.8885,2.6206,-5.4251,-13.8869,-7709.8938,-901.0379,-156.7247,154.2349,6.2085,117.1178,-4.5015,-3.1772,-2.8722,-1292.2858,-1439.3401,-196.9665,-6.7504,-9.6104,5.2081,319.0576211,3262.613618,3312.248166,1.039274804,0.095526789,1.921033355,0.592592593,0.017663375,0.99971101,0.016306522,2,7.19589E-18,0.160504004,3.269547325,4.372590952,67.512,49.33,-1.952589989,7.222984791,10.11226559,8.240599632,1.940525651,3.812739372,-0.046286587,9.94844532,7.160509586,8.076272011,0.238094
0.925,0.6219,-3.5958,3.7646,-99.8376,-119.483,-135.7851,3.3626,-0.2581,5.6467,45.2287,23.7107,-35.2221,-8.3826,37.306,0.4192,16.2081,-5.4094,-5.6782,-2.6629,-6326.1724,-1708.5068,-890.07,215.7224,-174.0465,-65.4501,17.2838,-1.6939,14.1342,-1370.4004,-1325.4892,-430.793,90.7182,18.3876,16.0112,661.8488585,4084.805427,4326.936567,1.089844291,0.076157812,2.113477649,0.5,0.000220248,-0.159181839,0.987249256,0,2.44902E-18,0.108349759,3.235294118,4.604086783,80.195,43.6,-0.646129727,4.411018372,10.09946156,8.680289268,1.775454283,3.323836088,0.415828079,9.324564934,7.399674416,6.891060829,0.229856
-1.3576,5.1723,-0.8388,5.4129,-97.7841,-117.1016,-115.9022,15.9369,-1.8718,3.2724,45.9533,40.415,-0.071,-19.1253,53.2932,-9.1559,-6.4549,-1.4363,-8.7482,-3.2142,-7448.4536,-1199.4449,-387.5422,192.9361,-23.5376,145.9217,16.0603,10.832,4.0223,-1595.4679,-1491.417,-262.5055,-1.643,-28.4308,-4.9931,433.094193,2932.710857,3172.963734,0.911028544,0.059783659,2.150195886,0.416666667,0.088085536,0.660182193,0.745922523,2,-3.85494E-18,0.081105492,3.277777778,4.698862209,77.123,30.19,-0.831817269,5.580934525,9.675404549,8.857946396,1.959538102,3.032566309,0.573026419,9.921833038,7.388908386,7.065840244,
-3.6694,5.3263,-1.1378,6.5673,-77.4298,-108.743,-109.6102,12.6587,-2.7422,4.242,-71.722,42.5937,1.0589,-31.569,47.3466,-11.5505,-8.8946,0.2874,-12.7085,-7.2511,-5907.1568,-1140.3596,-239.7439,98.7194,-8.0992,103.6939,16.191,7.6887,5.936,-1349.9755,-1275.4045,-229.7226,19.7321,-30.4745,-0.2419,381.7832621,2672.663671,2846.794218,0.89438828,0.057896838,1.73567634,0.5,0.089771702,0.7338907,0.673309351,2,8.67362E-19,0.107976661,3.203125,4.282389484,72.75,33.43,-0.869777977,5.610956192,9.699564934,8.808029175,1.903357267,3.032233477,0.546745181,9.935268402,7.345648289,7.06505537,0.23893
2.03,2.6949,-0.0001,3.3739,-119.7068,-82.6741,-100.7366,-12.8897,0.0011,0,136.423,24.0824,0.0026,-0.5837,29.1478,-0.0053,-13.5503,4.0158,0.0002,0.0023,-4941.2051,-1475.8669,-115.0897,-355.6954,0.0238,-5.0809,0.0013,-0.0039,0.0011,-1006.3369,-761.6322,-311.506,-0.002,0.0067,30.675,413.4778985,1816.657438,2226.814586,0.246946023,0.00677623,1.018288994,0.592592593,-0.020543879,-0.102700021,0.994500203,0,0,0.143257634,3.212962963,4.296087388,63.8035,48.03,-0.175276518,7.474158764,6.726343632,10.23093891,2.972710133,2.572472095,1.886196733,9.89401722,7.443113327,6.572564602,0.238161
5.6263,1.6211,0.3426,5.8652,-102.6105,-82.0208,-93.934,-1.5,-0.5375,-1.8873,163.8858,2.3403,-0.5156,-11.2136,-1.4685,-1.4908,-2.9092,-1.3888,0.7022,-9.1595,-4617.9074,-902.0305,-174.2049,-28.8018,-11.9792,9.699,6.488,1.6165,-2.2122,-831.8959,-755.529,-202.6555,-12.3075,-0.2885,5.0235,385.4070607,1497.120826,1802.915151,0.651354156,0.050478575,1.185531126,0.576923077,0.010962399,-0.893300271,0.449326665,2,5.33761E-18,0.107019316,3.099358974,3.965161197,60.955,43.08,-0.299919546,5.471894264,10.2656126,8.715221405,1.73784852,3.028193235,0.331735402,9.935411453,7.462603569,6.82711935,0.238182
0.4887,-0.6582,1.1231,1.3904,-74.111,-79.7975,-91.8053,-0.1276,-4.1907,-0.6201,-50.6102,-7.6145,-1.4709,-4.5792,13.1111,20.8869,-17.6951,3.5499,5.0911,0.313,-2452.6535,-1345.9318,-157.986,-100.0015,-43.5969,-9.5981,11.8637,-1.7219,-1.6448,-618.3133,-543.4782,-273.801,19.9436,-20.8294,-11.3956,555.052864,932.0055268,1369.161373,0.698191191,0.076522645,1.968627902,0.538461538,0.026733467,0.55041505,0.834463057,0,-2.13504E-18,0.155081717,3.253205128,4.02025096,59.8805,41.82,-0.973920166,8.226511002,10.08988476,8.88728714,1.458392262,2.784515381,0.415048003,10.42032528,7.381061077,7.929688454,0.242263
5.8427,2.3842,3.6185,7.2743,-145.7407,-138.1806,-133.3854,0.0227,-8.9701,-9.6391,205.3511,26.9553,4.3471,-17.5773,36.1852,40.2112,-10.2681,0.791,-1.94,0.2715,-6647.5118,-2014.4904,-850.0473,-62.8949,-158.7341,-65.9441,-82.4321,-5.403,-6.8338,-1592.6844,-1185.1793,-515.464,-61.4796,-11.2786,31.9391,1201.687527,3028.919706,3786.366278,1.056230583,0.13447744,1.980587089,0.361111111,-0.273440626,0.310842157,-0.910278736,0,3.46945E-18,0.141368546,3.486111111,5.747837709,79.9593,67.59,-2.543139458,7.292557716,10.21378517,8.240773201,1.455448508,3.382437706,-0.229736432,10.13231277,7.779469013,7.406514645,0.244823
-3.1615,-3.8995,-0.2853,5.0282,-73.1989,-130.6786,-134.5116,-7.1109,0.6556,1.5679,47.9922,-47.7387,6.2877,-21.5181,47.1785,13.6047,-21.8332,13.2109,-10.2634,3.1409,-6973.6776,-1243.0722,-674.9182,-483.0889,-1.0678,48.3121,-6.6291,13.7544,19.5447,-1690.8118,-1761.1896,-301.1655,20.0458,-3.9799,-0.4752,523.2122765,4333.840673,4410.174461,0.804575577,0.038119293,2.343716816,0.75862069,0.091308084,-0.056743031,-0.994204739,0,6.22108E-18,0.220474514,3.408045977,4.949146049,70.5573,114.12,-1.246009111,8.149065018,11.04578018,8.0115242,1.635159492,3.903970957,-0.424999803,10.1996069,7.917927265,6.849910736,0.239846
-5.1802,-4.2065,-0.6614,6.7058,-119.2963,-97.7205,-98.6629,17.4343,1.8128,-3.7485,-351.759,-40.4502,1.2576,11.4352,12.9485,-1.7525,2.7177,1.3537,-8.3849,-9.7285,-7105.9864,-969.8061,-170.4166,365.0852,36.052,110.1349,-16.7942,-3.7062,-4.4734,-1094.1734,-1012.7291,-189.124,-19.2739,16.8642,-4.1377,333.5887043,2127.954004,2327.007296,0.793735761,0.064646564,1.667776874,0.68,0.143911338,0.940940855,0.306463429,2,-1.66533E-18,0.10334704,3.06,3.876970805,63.138,53.98,-0.329044014,5.545310974,10.1050005,9.114855766,2.325783491,2.865704775,0.395876378,9.982118607,7.456783772,7.233383179,0.238695
-1.6216,2.7852,0.1662,3.2272,-59.8198,-104.6731,-109.1291,11.444,-0.5871,0.041,-1.5966,20.381,0.4964,-22.0855,42.4324,3.8093,0.5019,-0.5618,-0.694,0.0885,-6533.192,-854.8181,-134.0114,159.0689,-6.5922,83.0464,0.2449,-2.1628,-0.0323,-1460.0081,-1485.9628,-174.9125,0.4013,3.6271,-2.7721,251.9190891,3243.054815,3384.511801,0.637811814,0.023503147,1.412202899,0.516129032,0.003677915,-0.193598194,0.98107401,0,6.71506E-18,0.119940084,3.188172043,4.16154912,70.545,46.32,-0.464496434,5.447437286,10.18207741,8.724266052,1.760803699,3.046689272,0.369459748,9.887799263,7.379725933,6.935498714,0.239322
3.0474,2.0302,0.3254,3.6762,-124.544,-85.5369,-98.9051,-1.3009,-0.8723,-2.4192,123.7465,2.5482,-0.8362,-8.0137,8.0243,-1.3409,3.2,-2.2766,0.3339,-10.303,-6002.1904,-894.8036,-171.847,-33.6581,-15.5898,9.26,4.0787,0.1663,-3.4661,-966.1828,-909.9204,-200.9811,-10.5881,-1.0402,1.5042,374.8108497,2105.777995,2405.683428,0.635913668,0.060435687,1.194303098,0.652173913,0.082392146,0.329612202,-0.940514397,0,1.08609E-17,0.113613134,2.975845411,3.622459727,61.228,43.08,-0.406924784,5.342953205,10.19137573,8.79807663,1.846403956,3.03565383,0.393360853,9.842417717,7.3800354,6.95579958,0.238866
1.6305,-2.4507,1.9301,3.5199,-90.338,-126.6837,-116.7861,1.4137,-2.3873,0.0512,-45.4704,-44.8361,1.2456,-3.8818,-5.4182,87.3633,-18.9297,21.9663,0.867,11.3871,-7276.6661,-1631.6484,-847.5037,106.8506,-126.637,-33.6986,26.1241,-17.219,7.6853,-1470.2381,-1410.9085,-394.7937,-0.2504,-7.9284,-16.4981,706.9872606,3616.246516,3845.5575,1.188401518,0.097747524,2.960603193,0.558823529,0.001157891,-0.365916664,0.930646901,0,7.34706E-18,0.173301572,3.348039216,4.868804578,77.1332,72.3,-2.347857714,7.803837776,10.48290539,8.171301842,1.431663632,3.624230385,-0.343925387,10.15588665,7.916235447,7.24349308,0.237129
-3.6647,0.0993,0.7738,3.7468,-117.6566,-133.2913,-136.0795,-20.5217,2.481,0.8929,-337.9355,-1.4612,-6.2488,-29.5636,54.5601,41.8988,15.4771,12.5479,5.2465,-30.1098,-15387.9953,-1688.1046,-961.0095,-892.5119,-212.3135,-110.4173,-8.2055,53.6463,1.6511,-2900.0417,-2768.1075,-454.1737,84.0581,-5.1054,12.0515,678.9820045,7352.504541,7774.735985,0.858741923,0.031798535,1.989648214,0.513513514,0.006234187,0.019123676,0.999797689,0,-7.50151E-19,0.150440149,3.417417417,4.87372905,83.7589,67.43,-1.518520474,7.944832325,10.68702412,8.24809742,1.542976618,3.479234457,-0.136672497,10.28526878,7.231943607,7.845757961,0.241634
-2.5772,-0.4542,0.4867,2.6618,-97.3713,-103.6958,-107.6587,-5.4672,-5.5689,0.6893,-81.1234,-7.0052,5.3873,9.4767,14.6365,13.1552,-29.8206,1.1811,9.8451,-0.906,-5015.7745,-1335.3453,-945.3574,-120.1943,-172.1544,-8.6672,-8.7223,-31.0302,9.4368,-1109.634,-1042.4849,-402.4249,-2.8411,-30.2266,-19.4817,636.6858746,2571.950527,2624.278952,1.429635367,0.189587334,3.378195113,0.378378378,-0.175637722,-0.964004448,-0.199616668,2,-1.12523E-18,0.118381681,3.391891892,4.749434843,76.2367,21.26,-1.328736186,7.985341549,10.52324963,8.517239571,1.648391604,3.227493763,0.003758725,10.37030697,7.351611614,7.865356922,0.239673
-0.4263,0.6013,-0.0007,0.7371,-90.2935,-137.6646,-139.3067,-5.9566,-0.002,-0.0009,45.9716,52.3412,0.0025,15.6879,45.866,0.0247,36.4898,-10.3516,-0.0239,0.0013,-11140.2656,-3291.2064,-165.5331,274.9496,-0.1134,-67.3767,-0.0125,0.0234,0.0258,-2397.5166,-2366.8029,-567.5101,-0.0298,0.0154,49.754,863.9816353,5933.357182,6219.932393,1.201065627,0.068197138,2.779753413,0.538461538,0.026444258,-0.7983154,0.601658726,2,-3.02465E-18,0.177500671,3.365384615,4.772713411,85.647,78.63,-1.85994935,7.668725967,10.18356228,8.346035957,1.802326679,3.591685295,0.033317219,10.12812138,7.102340698,8.116319656,0.244371
0.8523,3.9754,0.9152,4.1675,-96.0054,-114.5587,-131.4622,7.5319,-1.8551,-1.6251,-39.0284,31.9572,17.5743,19.0014,18.0899,38.4607,-8.8624,-5.4356,5.975,20.8344,-6627.9259,-1344.6923,-922.4928,186.2635,-167.1708,75.7957,27.7507,-75.1642,-19.9057,-1355.8473,-1407.982,-383.9231,11.3234,-6.118,94.4854,829.3746602,2613.548016,2655.872848,1.252088065,0.165719323,3.308208596,0.361111111,-0.105529872,0.841028892,-0.530597634,2,-3.08395E-18,0.186272556,3.456018519,5.219426932,74.0405,84.86,-1.791436553,7.800314903,10.20046806,8.456917763,1.896255612,3.544405222,-0.013149765,10.1802206,7.26269722,8.171813011,0.240259
-2.0092,-3.6638,-2.0844,4.6695,-106.802,-122.6564,-118.4686,-6.2506,11.2422,4.3517,-22.1756,-6.5127,-34.6037,-20.3142,-48.8519,-18.0085,-7.1323,-1.4182,18.4149,11.3108,-4754.604,-1874.8219,-926.5991,78.2272,52.7283,-43.485,21.5628,70.3364,-9.8014,-1155.6815,-910.9903,-459.0042,15.1163,11.1433,11.8826,460.2381967,3078.876808,3370.02689,0.883826715,0.057911973,2.085600199,0.342105263,-0.063383754,0.327271908,0.942801993,0,5.84328E-18,0.132816412,3.510964912,5.557650183,74.594,59.61,-1.947374821,6.868497372,10.73023224,8.226121902,2.106657982,3.272040844,-0.291202009,10.53211498,7.476078987,7.309490204,0.244259
-0.4785,2.5059,0.7374,2.6556,-108.9353,-123.2769,-113.3217,2.43,4.9383,0.14,-4.482,39.7956,8.2726,-17.7092,5.5401,17.2892,12.7678,-6.8116,-4.5375,3.4059,-4321.0368,-1762.5941,-998.9975,97.1237,23.8607,-31.2517,-42.8631,-12.8823,20.9661,-949.2476,-927.0871,-460.8855,53.0782,-27.7268,39.2789,897.0018689,1859.554147,2515.537512,0.958957073,0.11056251,2.187925047,0.516129032,0.068342042,0.462759894,-0.883845375,0,-1.34301E-18,0.139862351,3.250896057,4.717651976,74.579,29.54,-1.892189264,6.372670174,10.00303078,8.435127258,2.320132256,3.521522045,-0.010858348,10.03120613,7.449838161,7.696378231,
2.9386,3.9399,1.1261,5.0425,-94.8878,-119.8605,-128.6519,-13.1626,5.5435,3.189,189.4163,-5.3675,6.5489,14.4905,55.2275,-0.8088,-1.8721,6.0523,3.4934,4.4999,-10114.2176,-1857.1976,-370.0565,-361.7104,74.8351,-53.7905,27.4088,-7.6875,-11.6487,-2211.604,-2072.4643,-370.8277,44.9731,1.7883,37.3701,916.0466884,4870.921031,5464.222542,0.987257663,0.052970459,2.203516818,0.527777778,0.019456523,0.623268968,0.781765462,0,1.15648E-18,0.146050911,3.37037037,4.899709168,79.1272,60.06,-1.828585505,7.439413071,10.84082222,7.980767727,1.602316737,3.572208166,-0.295897275,10.3551178,7.242960453,7.477576733,0.240458
-1.7826,0.1542,-0.7649,1.9459,-118.8802,-124.448,-140.3389,-20.8674,0.3918,3.7934,-340.6514,-9.3481,-4.1944,-14.8548,104.9866,1.7019,4.4064,5.0223,-2.9502,3.3737,-15684.9509,-1089.4761,-444.7545,-1310.0944,-354.2637,-26.0115,30.0269,10.1594,2.6505,-2891.1042,-3118.5569,-272.7308,112.5084,15.0611,-24.6016,1355.913987,3988.836318,5143.539971,0.75586962,0.056221403,1.680121773,0.586206897,-0.025908993,0.399822335,0.916226405,0,1.91418E-18,0.152354177,2.995210728,3.693461709,80.8314,77.83,-0.451902092,5.792416573,10.39246082,8.481337547,1.858223677,3.357037544,0.134850651,9.924463272,7.574982166,6.814100742,0.24647
5.8906,-2.8021,-0.1281,6.5243,-97.5976,-139.0922,-129.2423,-13.1885,0.511,-0.0197,166.7084,-20.0809,-1.0755,-2.5694,-57.6343,1.34,-34.2949,0.5025,0.2931,-0.0507,-6484.7031,-2809.8787,-261.69,-246.2872,-5.4686,-97.1902,-0.2546,3.3448,0.0202,-1878.8945,-1461.6749,-512.1385,-0.1371,3.5891,2.9778,1402.463151,3689.854487,4871.624752,0.486546349,0.018640814,1.492966563,0.517241379,0.012108859,0.001289445,0.999925854,0,1.14851E-17,0.166113083,3.787356322,6.166674193,66.222,43.08,-0.455532551,5.327690125,10.17832661,8.766548157,1.808233261,3.05876565,0.392545789,9.822198868,7.373038769,6.95392704,0.240013
0.3187,2.446,0.3469,2.491,-148.3716,-82.7126,-96.4256,-1.7694,0.7361,-2.549,137.8891,4.1968,-0.7804,15.7548,28.9879,-1.0798,3.6586,-1.7415,0.4451,11.5617,-7528.7588,-882.459,-169.8945,-123.0206,11.3327,-17.4873,4.347,-0.2168,-4.0379,-961.3035,-897.06,-198.3604,-15.3611,0.6018,-3.6564,382.6676561,1931.670721,2238.746613,0.621794979,0.051204257,1.217934579,0.708333333,-0.036707274,0.919120562,0.392262628,2,2.31296E-18,0.11864134,3.034722222,3.755987803,60.933,66.87,-0.308165967,5.423204422,10.17413425,8.991844177,2.130514622,2.924110651,0.391815722,9.920441628,7.424485683,7.098711491,0.240173
1.1378,1.0681,0.1724,1.5701,-125.8487,-130.8851,-130.791,-8.6405,-4.579,-6.8303,-34.4655,-4.4818,19.2528,12.6213,42.9214,-25.7132,12.1353,-5.6922,-14.6011,19.261,-6449.7267,-2073.3321,-1368.4327,-254.2735,-33.3902,-18.6684,-9.3638,-19.1685,-22.1124,-1373.4696,-1311.2253,-616.5149,-52.3533,-20.6985,17.0413,815.7382301,3629.391788,4085.119487,0.892634001,0.054415535,1.90472863,0.428571429,0.030635632,0.628867034,0.776909075,0,-3.96508E-19,0.110863372,3.334126984,4.705160175,84.5167,41.99,-1.856035113,7.23884201,10.43246651,8.250188828,1.534367442,3.529075146,-0.007382998,10.0334425,6.943343163,8.014531136,0.237466
0.488,3.3736,0.8812,3.5207,-136.9489,-141.6379,-163.3576,-3.2805,4.7719,2.4314,33.6701,37.8607,14.6831,23.1849,138.1612,-9.1924,5.2293,-2.0971,6.6808,4.4059,-15316.1946,-1921.3691,-1297.1698,-336.4249,45.3635,2.0636,69.7598,-27.4709,13.4147,-2636.0663,-2988.4948,-549.4158,-38.0263,10.4055,38.253,1129.872571,6695.831679,7121.783358,1.228737267,0.074528939,2.504236964,0.564102564,0.003633512,-0.079492386,0.996828851,0,6.04929E-18,0.128316553,3.16951567,4.527503928,95.1937,81.41,-1.469750404,6.01737833,10.09593201,8.5091362,1.645433903,3.383748055,0.169488862,9.732951164,7.259789467,7.555672646,
-2.3017,-1.6708,0.136,2.8475,-130.4535,-127.7258,-122.1838,12.1954,-5.084,-1.4154,-78.3567,-30.5836,-7.5117,20.7354,-16.2222,-1.7698,-5.0812,8.0816,6.6677,7.7114,-6213.3666,-1962.94,-827.3569,238.5503,-167.9699,-38.9518,-16.36,39.9812,-4.4166,-1272.6771,-1120.2369,-469.6115,80.5775,6.8066,7.5122,745.0245009,3103.244936,3404.715001,1.202539483,0.112184724,2.722763364,0.35,-0.016519464,0.961220014,0.275287472,2,1.80411E-17,0.15705661,3.64375,5.56819451,78.143,82.13,-1.323889852,6.792186737,10.72964096,8.057480812,1.6066401,3.396889448,-0.199259266,10.32443523,7.441767693,7.00910759,0.241228
-0.3294,1.2866,0,1.3281,-86.58,-96.5317,-99.1649,-3.7745,0,-0.0001,48.4364,21.667,0.0001,-16.8221,13.042,0.0002,-15.9865,3.8334,0,-0.0005,-4559.4683,-1132.3592,-110.7475,-37.5018,0.0009,-26.5138,-0.0009,-0.0002,0.0003,-797.0923,-864.4499,-208.2176,-0.0007,-0.0001,-12.5579,377.6608916,1730.717777,2060.466587,0.5145852,0.026706572,1.251839168,0.615384615,-0.003955931,0.206136416,0.978515267,0,5.33761E-19,0.12626806,3.189102564,4.255029812,61.901,65.6,-1.499707699,6.193662167,9.769227982,8.564314842,1.880358696,3.29852438,0.31641522,9.924024582,7.313894749,7.454516411,0.23875
7.1857,1.9851,-0.0502,7.4551,-121.0268,-119.2428,-114.4756,-18.5886,0.728,0.8758,150.8115,22.7812,0.2081,20.9213,62.3724,2.5536,20.3943,-5.7759,-2.5346,3.0592,-8315.6439,-1508.4001,-370.4245,-710.353,36.7188,-4.3612,-0.1143,4.5156,7.4469,-1637.3762,-1384.5026,-330.0917,14.0113,-8.9097,-29.5044,596.2305184,3123.241133,3541.804038,0.909949098,0.084828541,2.092448441,0.53125,-0.00754931,-0.710226549,0.703932708,2,-3.46945E-18,0.133851649,3.177083333,4.283002474,75.9247,46.75,-1.369226098,6.115228653,9.911845207,8.526034355,1.890001774,3.363678455,0.227927655,9.882356644,7.381953716,7.382293224,
